row_id,split
RICE_000308,train
RICE_000309,train
RICE_000310,train
RICE_000311,train
RICE_000312,train
RICE_000313,train
RICE_000314,train
RICE_000315,train
RICE_000316,train
RICE_000317,train
RICE_000318,train
RICE_000319,train
RICE_000320,train
RICE_000321,train
RICE_000322,train
RICE_000323,train
RICE_000324,train
RICE_000325,train
RICE_000326,train
RICE_000327,train
RICE_000328,train
RICE_000329,train
RICE_000330,train
RICE_000331,train
RICE_000332,train
RICE_000333,train
RICE_000334,train
RICE_000335,train
RICE_000336,train
RICE_000337,train
RICE_000338,train
RICE_000339,train
RICE_000340,train
RICE_000341,train
RICE_000342,train
RICE_000343,train
RICE_000344,train
RICE_000345,train
RICE_000346,train
RICE_000347,train
RICE_000348,train
RICE_000349,train
RICE_000350,train
RICE_000351,train
RICE_000352,train
RICE_000353,train
RICE_000354,train
RICE_000355,train
RICE_000356,train
RICE_000357,train
RICE_000358,train
RICE_000359,train
RICE_000360,train
RICE_000361,train
RICE_000362,train
RICE_000363,train
RICE_000364,train
RICE_000365,train
RICE_000366,train
RICE_000367,train
RICE_000368,train
RICE_000369,train
RICE_000370,train
RICE_000371,train
RICE_000372,train
RICE_000373,train
RICE_000374,train
RICE_000375,train
RICE_000376,train
RICE_000377,train
RICE_000378,train
RICE_000379,train
RICE_000380,train
RICE_000381,train
RICE_000382,train
RICE_000383,train
RICE_000384,train
RICE_000385,train
RICE_000386,train
RICE_000387,train
RICE_000388,train
RICE_000389,train
RICE_000390,train
RICE_000391,train
RICE_000392,train
RICE_000393,train
RICE_000394,train
RICE_000395,train
RICE_000396,train
RICE_000397,train
RICE_000398,train
RICE_000399,train
RICE_000400,train
RICE_000401,train
RICE_000402,train
RICE_000403,train
RICE_000404,train
RICE_000405,train
RICE_000406,train
RICE_000407,train
RICE_000408,train
RICE_000409,train
RICE_000410,train
RICE_000411,train
RICE_000412,train
RICE_000413,train
RICE_000414,train
RICE_000415,train
RICE_000416,train
RICE_000417,train
RICE_000418,train
RICE_000419,train
RICE_000420,train
RICE_000421,train
RICE_000422,train
RICE_000423,train
RICE_000424,train
RICE_000425,train
RICE_000426,train
RICE_000427,train
RICE_000428,train
RICE_000429,train
RICE_000430,train
RICE_000431,train
RICE_000432,train
RICE_000433,train
RICE_000434,train
RICE_000435,train
RICE_000436,train
RICE_000437,train
RICE_000438,train
RICE_000439,train
RICE_000440,train
RICE_000441,train
RICE_000442,train
RICE_000443,train
RICE_000444,train
RICE_000445,train
RICE_000446,train
RICE_000447,train
RICE_000448,train
RICE_000449,train
RICE_000450,train
RICE_000451,train
RICE_000452,train
RICE_000453,train
RICE_000454,train
RICE_000455,train
RICE_000456,train
RICE_000457,train
RICE_000458,train
RICE_000459,train
RICE_000460,train
RICE_000461,train
RICE_000462,train
RICE_000463,train
RICE_000464,train
RICE_000465,train
RICE_000466,train
RICE_000467,train
RICE_000468,train
RICE_000469,train
RICE_000470,train
RICE_000471,train
RICE_000472,train
RICE_000473,train
RICE_000474,train
RICE_000475,train
RICE_000476,train
RICE_000477,train
RICE_000478,train
RICE_000479,train
RICE_000480,train
RICE_000481,train
RICE_000482,train
RICE_000483,train
RICE_000484,train
RICE_000485,train
RICE_000486,train
RICE_000487,train
RICE_000488,train
RICE_000489,train
RICE_000490,train
RICE_000491,train
RICE_000492,train
RICE_000493,train
RICE_000494,train
RICE_000495,train
RICE_000496,train
RICE_000497,train
RICE_000498,train
RICE_000499,train
RICE_000500,train
RICE_000501,train
RICE_000502,train
RICE_000503,train
RICE_000504,train
RICE_000505,train
RICE_000506,train
RICE_000507,train
RICE_000508,train
RICE_000509,train
RICE_000510,train
RICE_000511,train
RICE_000512,train
RICE_000513,train
RICE_000514,train
RICE_000515,train
RICE_000516,train
RICE_000517,train
RICE_000518,train
RICE_000519,train
RICE_000520,train
RICE_000521,train
RICE_000522,train
RICE_000523,train
RICE_000524,train
RICE_000525,train
RICE_000526,train
RICE_000527,train
RICE_000528,train
RICE_000529,train
RICE_000530,train
RICE_000531,train
RICE_000532,train
RICE_000533,train
RICE_000534,train
RICE_000535,train
RICE_000536,train
RICE_000537,train
RICE_000538,train
RICE_000539,train
RICE_000540,train
RICE_000541,train
RICE_000542,train
RICE_000543,train
RICE_000544,train
RICE_000545,train
RICE_000546,train
RICE_000547,train
RICE_000548,train
RICE_000549,train
RICE_000550,train
RICE_000551,train
RICE_000552,train
RICE_000553,train
RICE_000554,train
RICE_000555,train
RICE_000556,train
RICE_000557,train
RICE_000558,train
RICE_000559,train
RICE_000560,train
RICE_000561,train
RICE_000562,train
RICE_000563,train
RICE_000564,train
RICE_000565,train
RICE_000566,train
RICE_000567,train
RICE_000568,train
RICE_000569,train
RICE_000570,train
RICE_000571,train
RICE_000572,train
RICE_000573,train
RICE_000574,train
RICE_000575,train
RICE_000576,train
RICE_000577,train
RICE_000578,train
RICE_000579,train
RICE_000580,train
RICE_000581,train
RICE_000582,train
RICE_000583,train
RICE_000584,train
RICE_000585,train
RICE_000586,train
RICE_000587,train
RICE_000588,train
RICE_000589,train
RICE_000590,train
RICE_000591,train
RICE_000592,train
RICE_000593,train
RICE_000594,train
RICE_000595,train
RICE_000596,train
RICE_000597,train
RICE_000598,train
RICE_000599,train
RICE_000600,train
RICE_000601,train
RICE_000602,train
RICE_000603,train
RICE_000604,train
RICE_000605,train
RICE_000606,train
RICE_000607,train
RICE_000608,train
RICE_000609,train
RICE_000610,train
RICE_000611,train
RICE_000612,train
RICE_000613,train
RICE_000614,train
RICE_000615,train
RICE_000616,train
RICE_000617,train
RICE_000618,train
RICE_000619,train
RICE_000620,train
RICE_000621,train
RICE_000622,train
RICE_000623,train
RICE_000624,train
RICE_000625,train
RICE_000626,train
RICE_000627,train
RICE_000628,train
RICE_000629,train
RICE_000630,train
RICE_000631,train
RICE_000632,train
RICE_000633,train
RICE_000634,train
RICE_000635,train
RICE_000636,train
RICE_000637,train
RICE_000638,train
RICE_000639,train
RICE_000640,train
RICE_000641,train
RICE_000642,train
RICE_000643,train
RICE_000644,train
RICE_000645,train
RICE_000646,train
RICE_000647,train
RICE_000648,train
RICE_000649,train
RICE_000650,train
RICE_000651,train
RICE_000652,train
RICE_000653,train
RICE_000654,train
RICE_000655,train
RICE_000656,train
RICE_000657,train
RICE_000658,train
RICE_000659,train
RICE_000660,train
RICE_000661,train
RICE_000662,train
RICE_000663,train
RICE_000664,train
RICE_000665,train
RICE_000666,train
RICE_000667,train
RICE_000668,train
RICE_000669,train
RICE_000670,train
RICE_000671,train
RICE_000672,train
RICE_000673,train
RICE_000674,train
RICE_000675,train
RICE_000676,train
RICE_000677,train
RICE_000678,train
RICE_000679,train
RICE_000680,train
RICE_000681,train
RICE_000682,train
RICE_000683,train
RICE_000684,train
RICE_000685,train
RICE_000686,train
RICE_000687,train
RICE_000688,train
RICE_000689,train
RICE_000690,train
RICE_000691,train
RICE_000692,train
RICE_000693,train
RICE_000694,train
RICE_000695,train
RICE_000696,train
RICE_000697,train
RICE_000698,train
RICE_000699,train
RICE_000700,train
RICE_000701,train
RICE_000702,train
RICE_000703,train
RICE_000704,train
RICE_000705,train
RICE_000706,train
RICE_000707,train
RICE_000708,train
RICE_000709,train
RICE_000710,train
RICE_000711,train
RICE_000712,train
RICE_000713,train
RICE_000714,train
RICE_000715,train
RICE_000716,train
RICE_000717,train
RICE_000718,train
RICE_000719,train
RICE_000720,train
RICE_000721,train
RICE_000722,train
RICE_000723,train
RICE_000724,train
RICE_000725,train
RICE_000726,train
RICE_000727,train
RICE_000728,train
RICE_000729,train
RICE_000730,train
RICE_000731,train
RICE_000732,train
RICE_000733,train
RICE_000734,train
RICE_000735,train
RICE_000736,train
RICE_000737,train
RICE_000738,train
RICE_000739,train
RICE_000740,train
RICE_000741,train
RICE_000742,train
RICE_000743,train
RICE_000744,train
RICE_000745,train
RICE_000746,train
RICE_000747,train
RICE_000748,train
RICE_000749,train
RICE_000750,train
RICE_000751,train
RICE_000752,train
RICE_000753,train
RICE_000754,train
RICE_000755,train
RICE_000756,train
RICE_000757,train
RICE_000758,train
RICE_000759,train
RICE_000760,train
RICE_000761,train
RICE_000762,train
RICE_000763,train
RICE_000764,train
RICE_000765,train
RICE_000766,train
RICE_000767,train
RICE_000768,train
RICE_000769,train
RICE_000770,train
RICE_000771,train
RICE_000772,train
RICE_000773,train
RICE_000774,train
RICE_000775,train
RICE_000776,train
RICE_000777,train
RICE_000778,train
RICE_000779,train
RICE_000780,train
RICE_000781,train
RICE_000782,train
RICE_000783,train
RICE_000784,train
RICE_000785,train
RICE_000786,train
RICE_000787,train
RICE_000788,train
RICE_000789,train
RICE_000790,train
RICE_000791,train
RICE_000792,train
RICE_000793,train
RICE_000794,train
RICE_000795,train
RICE_000796,train
RICE_000797,train
RICE_000798,train
RICE_000799,train
RICE_000800,train
RICE_000801,train
RICE_000802,train
RICE_000803,train
RICE_000804,train
RICE_000805,train
RICE_000806,train
RICE_000807,train
RICE_000808,train
RICE_000809,train
RICE_000810,train
RICE_000811,train
RICE_000812,train
RICE_000813,train
RICE_000814,train
RICE_000815,train
RICE_000816,train
RICE_000817,train
RICE_000818,train
RICE_000819,train
RICE_000820,train
RICE_000821,train
RICE_000822,train
RICE_000823,train
RICE_000824,train
RICE_000825,train
RICE_000826,train
RICE_000827,train
RICE_000828,train
RICE_000829,train
RICE_000830,train
RICE_000831,train
RICE_000832,train
RICE_000833,train
RICE_000834,train
RICE_000835,train
RICE_000836,train
RICE_000837,train
RICE_000838,train
RICE_000839,train
RICE_000840,train
RICE_000841,train
RICE_000842,train
RICE_000843,train
RICE_000844,train
RICE_000845,train
RICE_000846,train
RICE_000847,train
RICE_000848,train
RICE_000849,train
RICE_000850,train
RICE_000851,train
RICE_000852,train
RICE_000853,train
RICE_000854,train
RICE_000855,train
RICE_000856,train
RICE_000857,train
RICE_000858,train
RICE_000859,train
RICE_000860,train
RICE_000861,train
RICE_000862,train
RICE_000863,train
RICE_000864,train
RICE_000865,train
RICE_000866,train
RICE_000867,train
RICE_000868,train
RICE_000869,train
RICE_000870,train
RICE_000871,train
RICE_000872,train
RICE_000873,train
RICE_000874,train
RICE_000875,train
RICE_000876,train
RICE_000877,train
RICE_000878,train
RICE_000879,train
RICE_000880,train
RICE_000881,train
RICE_000882,train
RICE_000883,train
RICE_000884,train
RICE_000885,train
RICE_000886,train
RICE_000887,train
RICE_000888,train
RICE_000889,train
RICE_000890,train
RICE_000891,train
RICE_000892,train
RICE_000893,train
RICE_000894,train
RICE_000895,train
RICE_000896,train
RICE_000897,train
RICE_000898,train
RICE_000899,train
RICE_000900,train
RICE_000901,train
RICE_000902,train
RICE_000903,train
RICE_000904,train
RICE_000905,train
RICE_000906,train
RICE_000907,train
RICE_000908,train
RICE_000909,train
RICE_000910,train
RICE_000911,train
RICE_000912,train
RICE_000913,train
RICE_000914,train
RICE_000915,train
RICE_000916,train
RICE_000917,train
RICE_000918,train
RICE_000919,train
RICE_000920,train
RICE_000921,train
RICE_000922,train
RICE_000923,train
RICE_000924,train
RICE_000925,train
RICE_000926,train
RICE_000927,train
RICE_000928,train
RICE_000929,train
RICE_000930,train
RICE_000931,train
RICE_000932,train
RICE_000933,train
RICE_000934,train
RICE_000935,train
RICE_000936,train
RICE_000937,train
RICE_000938,train
RICE_000939,train
RICE_000940,train
RICE_000941,train
RICE_000942,train
RICE_000943,train
RICE_000944,train
RICE_000945,train
RICE_000946,train
RICE_000947,train
RICE_000948,train
RICE_000949,train
RICE_000950,train
RICE_000951,train
RICE_000952,train
RICE_000953,train
RICE_000954,train
RICE_000955,train
RICE_000956,train
RICE_000957,train
RICE_000958,train
RICE_000959,train
RICE_000960,train
RICE_000961,train
RICE_000962,train
RICE_000963,train
RICE_000964,train
RICE_000965,train
RICE_000966,train
RICE_000967,train
RICE_000968,train
RICE_000969,train
RICE_000970,train
RICE_000971,train
RICE_000972,train
RICE_000973,train
RICE_000974,train
RICE_000975,train
RICE_000976,train
RICE_000977,train
RICE_000978,train
RICE_000979,train
RICE_000980,train
RICE_000981,train
RICE_000982,train
RICE_000983,train
RICE_000984,train
RICE_000985,train
RICE_000986,train
RICE_000987,train
RICE_000988,train
RICE_000989,train
RICE_000990,train
RICE_000991,train
RICE_000992,train
RICE_000993,train
RICE_000994,train
RICE_000995,train
RICE_000996,train
RICE_000997,train
RICE_000998,train
RICE_000999,train
RICE_001000,train
RICE_001001,train
RICE_001002,train
RICE_001003,train
RICE_001004,train
RICE_001005,train
RICE_001006,train
RICE_001007,train
RICE_001008,train
RICE_001009,train
RICE_001010,train
RICE_001011,train
RICE_001012,train
RICE_001013,train
RICE_001014,train
RICE_001015,train
RICE_001016,train
RICE_001017,train
RICE_001018,train
RICE_001019,train
RICE_001020,train
RICE_001021,train
RICE_001022,train
RICE_001023,train
RICE_001024,train
RICE_001025,train
RICE_001026,train
RICE_001027,train
RICE_001028,train
RICE_001029,train
RICE_001030,train
RICE_001031,train
RICE_001032,train
RICE_001033,train
RICE_001034,train
RICE_001035,train
RICE_001036,train
RICE_001037,train
RICE_001038,train
RICE_001039,train
RICE_001040,train
RICE_001041,train
RICE_001042,train
RICE_001043,train
RICE_001044,train
RICE_001045,train
RICE_001046,train
RICE_001047,train
RICE_001048,train
RICE_001049,train
RICE_001050,train
RICE_001051,train
RICE_001052,train
RICE_001053,train
RICE_001054,train
RICE_001055,train
RICE_001056,train
RICE_001057,train
RICE_001058,train
RICE_001059,train
RICE_001060,train
RICE_001061,train
RICE_001062,train
RICE_001063,train
RICE_001064,train
RICE_001065,train
RICE_001066,train
RICE_001067,train
RICE_001068,train
RICE_001069,train
RICE_001070,train
RICE_001071,train
RICE_001072,train
RICE_001073,train
RICE_001074,train
RICE_001075,train
RICE_001076,train
RICE_001077,train
RICE_001078,train
RICE_001079,train
RICE_001080,train
RICE_001081,train
RICE_001082,train
RICE_001083,train
RICE_001084,train
RICE_001085,train
RICE_001086,train
RICE_001087,train
RICE_001088,train
RICE_001089,train
RICE_001090,train
RICE_001091,train
RICE_001092,train
RICE_001093,train
RICE_001094,train
RICE_001095,train
RICE_001096,train
RICE_001097,train
RICE_001098,train
RICE_001099,train
RICE_001100,train
RICE_001101,train
RICE_001102,train
RICE_001103,train
RICE_001104,train
RICE_001105,train
RICE_001106,train
RICE_001107,train
RICE_001108,train
RICE_001109,train
RICE_001110,train
RICE_001111,train
RICE_001112,train
RICE_001113,train
RICE_001114,train
RICE_001115,train
RICE_001116,train
RICE_001117,train
RICE_001118,train
RICE_001119,train
RICE_001120,train
RICE_001121,train
RICE_001122,train
RICE_001123,train
RICE_001124,train
RICE_001125,train
RICE_001126,train
RICE_001127,train
RICE_001128,train
RICE_001129,train
RICE_001130,train
RICE_001131,train
RICE_001132,train
RICE_001133,train
RICE_001134,train
RICE_001135,train
RICE_001136,train
RICE_001137,train
RICE_001138,train
RICE_001139,train
RICE_001140,train
RICE_001141,train
RICE_001142,train
RICE_001143,train
RICE_001144,train
RICE_001145,train
RICE_001146,train
RICE_001147,train
RICE_001148,train
RICE_001149,train
RICE_001150,train
RICE_001151,train
RICE_001152,train
RICE_001153,train
RICE_001154,train
RICE_001155,train
RICE_001156,train
RICE_001157,train
RICE_001158,train
RICE_001159,train
RICE_001160,train
RICE_001161,train
RICE_001162,train
RICE_001163,train
RICE_001164,train
RICE_001165,train
RICE_001166,train
RICE_001167,train
RICE_001168,train
RICE_001169,train
RICE_001170,train
RICE_001171,train
RICE_001172,train
RICE_001173,train
RICE_001174,train
RICE_001175,train
RICE_001176,train
RICE_001177,train
RICE_001178,train
RICE_001179,train
RICE_001180,train
RICE_001181,train
RICE_001182,train
RICE_001183,train
RICE_001184,train
RICE_001185,train
RICE_001186,train
RICE_001187,train
RICE_001188,train
RICE_001189,train
RICE_001190,train
RICE_001191,train
RICE_001192,train
RICE_001193,train
RICE_001194,train
RICE_001195,train
RICE_001196,train
RICE_001197,train
RICE_001198,train
RICE_001199,train
RICE_001200,train
RICE_001201,train
RICE_001202,train
RICE_001203,train
RICE_001204,train
RICE_001205,train
RICE_001206,train
RICE_001207,train
RICE_001208,train
RICE_001209,train
RICE_001210,train
RICE_001211,train
RICE_001212,train
RICE_001213,train
RICE_001214,train
RICE_001215,train
RICE_001216,train
RICE_001217,train
RICE_001218,train
RICE_001219,train
RICE_001220,train
RICE_001221,train
RICE_001222,train
RICE_001223,train
RICE_001224,train
RICE_001225,train
RICE_001226,train
RICE_001227,train
RICE_001228,train
RICE_001229,train
RICE_001230,train
RICE_001231,train
RICE_001232,train
RICE_001233,train
RICE_001234,train
RICE_001235,train
RICE_001236,train
RICE_001237,train
RICE_001238,train
RICE_001239,train
RICE_001240,train
RICE_001241,train
RICE_001242,train
RICE_001243,train
RICE_001244,train
RICE_001245,train
RICE_001246,train
RICE_001247,train
RICE_001248,train
RICE_001249,train
RICE_001250,train
RICE_001251,train
RICE_001252,train
RICE_001253,train
RICE_001254,train
RICE_001255,train
RICE_001256,train
RICE_001257,train
RICE_001258,train
RICE_001259,train
RICE_001260,train
RICE_001261,train
RICE_001262,train
RICE_001263,train
RICE_001264,train
RICE_001265,train
RICE_001266,train
RICE_001267,train
RICE_001268,train
RICE_001269,train
RICE_001270,train
RICE_001271,train
RICE_001272,train
RICE_001273,train
RICE_001274,train
RICE_001275,train
RICE_001276,train
RICE_001277,train
RICE_001278,train
RICE_001279,train
RICE_001280,train
RICE_001281,train
RICE_001282,train
RICE_001283,train
RICE_001284,train
RICE_001285,train
RICE_001286,train
RICE_001287,train
RICE_001288,train
RICE_001289,train
RICE_001290,train
RICE_001291,train
RICE_001292,train
RICE_001293,train
RICE_001294,train
RICE_001295,train
RICE_001296,train
RICE_001297,train
RICE_001298,train
RICE_001299,train
RICE_001300,train
RICE_001301,train
RICE_001302,train
RICE_001303,train
RICE_001304,train
RICE_001305,train
RICE_001306,train
RICE_001307,train
RICE_001308,train
RICE_001309,train
RICE_001310,train
RICE_001311,train
RICE_001312,train
RICE_001313,train
RICE_001314,train
RICE_001315,train
RICE_001316,train
RICE_001317,train
RICE_001318,train
RICE_001319,train
RICE_001320,train
RICE_001321,train
RICE_001322,train
RICE_001323,train
RICE_001324,train
RICE_001325,train
RICE_001326,train
RICE_001327,train
RICE_001328,train
RICE_001329,train
RICE_001330,train
RICE_001331,train
RICE_001332,train
RICE_001333,train
RICE_001334,train
RICE_001335,train
RICE_001336,train
RICE_001337,train
RICE_001338,train
RICE_001339,train
RICE_001340,train
RICE_001341,train
RICE_001342,train
RICE_001343,train
RICE_001344,train
RICE_001345,train
RICE_001346,train
RICE_001347,train
RICE_001348,train
RICE_001349,train
RICE_001350,train
RICE_001351,train
RICE_001352,train
RICE_001353,train
RICE_001354,train
RICE_001355,train
RICE_001356,train
RICE_001357,train
RICE_001358,train
RICE_001359,train
RICE_001360,train
RICE_001361,train
RICE_001362,train
RICE_001363,train
RICE_001364,train
RICE_001365,train
RICE_001366,train
RICE_001367,train
RICE_001368,train
RICE_001369,train
RICE_001370,train
RICE_001371,train
RICE_001372,train
RICE_001373,train
RICE_001374,train
RICE_001375,train
RICE_001376,train
RICE_001377,train
RICE_001378,train
RICE_001379,train
RICE_001380,train
RICE_001381,train
RICE_001382,train
RICE_001383,train
RICE_001384,train
RICE_001385,train
RICE_001386,train
RICE_001387,train
RICE_001388,train
RICE_001389,train
RICE_001390,train
RICE_001391,train
RICE_001392,train
RICE_001393,train
RICE_001394,train
RICE_001395,train
RICE_001396,train
RICE_001397,train
RICE_001398,train
RICE_001399,train
RICE_001400,train
RICE_001401,train
RICE_001402,train
RICE_001403,train
RICE_001404,train
RICE_001405,train
RICE_001406,train
RICE_001407,train
RICE_001408,train
RICE_001409,train
RICE_001410,train
RICE_001411,train
RICE_001412,train
RICE_001413,train
RICE_001414,train
RICE_001415,train
RICE_001416,train
RICE_001417,train
RICE_001418,train
RICE_001419,train
RICE_001420,train
RICE_001421,train
RICE_001422,train
RICE_001423,train
RICE_001424,train
RICE_001425,train
RICE_001426,train
RICE_001427,train
RICE_001428,train
RICE_001429,train
RICE_001430,train
RICE_001431,train
RICE_001432,train
RICE_001433,train
RICE_001434,train
RICE_001435,train
RICE_001436,train
RICE_001437,train
RICE_001438,train
RICE_001439,train
RICE_001440,train
RICE_001441,train
RICE_001442,train
RICE_001443,train
RICE_001444,train
RICE_001445,train
RICE_001446,train
RICE_001447,train
RICE_001448,train
RICE_001449,train
RICE_001450,train
RICE_001451,train
RICE_001452,train
RICE_001453,train
RICE_001454,train
RICE_001455,train
RICE_001456,train
RICE_001457,train
RICE_001458,train
RICE_001459,train
RICE_001460,train
RICE_001461,train
RICE_001462,train
RICE_001463,train
RICE_001464,train
RICE_001465,train
RICE_001466,train
RICE_001467,train
RICE_001468,train
RICE_001469,train
RICE_001470,train
RICE_001471,train
RICE_001472,train
RICE_001473,train
RICE_001474,train
RICE_001475,train
RICE_001476,train
RICE_001477,train
RICE_001478,train
RICE_001479,train
RICE_001480,train
RICE_001481,train
RICE_001482,train
RICE_001483,train
RICE_001484,train
RICE_001485,train
RICE_001486,train
RICE_001487,train
RICE_001488,train
RICE_001489,train
RICE_001490,train
RICE_001491,train
RICE_001492,train
RICE_001493,train
RICE_001494,train
RICE_001495,train
RICE_001496,train
RICE_001497,train
RICE_001498,train
RICE_001499,train
RICE_001500,train
RICE_001501,train
RICE_001502,train
RICE_001503,train
RICE_001504,train
RICE_001505,train
RICE_001506,train
RICE_001507,train
RICE_001508,train
RICE_001509,train
RICE_001510,train
RICE_001511,train
RICE_001512,train
RICE_001513,train
RICE_001514,train
RICE_001515,train
RICE_001516,train
RICE_001517,train
RICE_001518,train
RICE_001519,train
RICE_001520,train
RICE_001521,train
RICE_001522,train
RICE_001523,train
RICE_001524,train
RICE_001525,train
RICE_001526,train
RICE_001527,train
RICE_001528,train
RICE_001529,train
RICE_001530,train
RICE_001531,train
RICE_001532,train
RICE_001533,train
RICE_001534,train
RICE_001535,train
RICE_001536,train
RICE_001537,train
RICE_001538,train
RICE_001539,train
RICE_001540,train
RICE_001541,train
RICE_001542,train
RICE_001543,train
RICE_001544,train
RICE_001545,train
RICE_001546,train
RICE_001547,train
RICE_001548,train
RICE_001549,train
RICE_001550,train
RICE_001551,train
RICE_001552,train
RICE_001553,train
RICE_001554,train
